data,veiculo,ano,tipo,cod_fipe,preco
2019-03-01,Hyundai _ HB20S Unique 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015161-0,42470
2019-03-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015097-5,68907
2019-03-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ ,Zero KM,Carro,015094-0,60755
2019-03-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015095-9,65126
2019-03-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015095-9,59544
2019-03-01,Hyundai _ HB20S Premium 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015103-3,68755
2019-03-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ Gasolina,2019,Carro,015094-0,54964
2019-03-01,Fiat _ ARGO 1.0 6V Flex. _ ,Zero KM,Carro,001509-1,45905
2019-03-01,Fiat _ ARGO 1.0 6V Flex. _ Gasolina,2019,Carro,001509-1,40313
2019-03-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015097-5,63501
2019-03-01,Hyundai _ HB20S Copa do Mundo 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015114-9,58551
2019-03-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ Gasolina,2019,Carro,015128-9,50141
2019-03-01,Hyundai _ HB20S Copa do Mundo 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015112-2,47318
2019-03-01,Hyundai _ HB20 Unique 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015156-4,43183
2019-03-01,Hyundai _ HB20 Unique 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015156-4,39798
2019-03-01,Hyundai _ HB20S 1 Million 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015160-2,67150
2019-03-01,Hyundai _ HB20S 1 Million 1.6 Flex 16V Aut. 4p _ Gasolina,2019,Carro,015160-2,58121
2019-03-01,Hyundai _ HB20S 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015149-1,65115
2019-03-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ ,Zero KM,Carro,015100-9,57332
2019-03-01,Hyundai _ HB20S Copa do Mundo 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015114-9,66483
2019-03-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ Gasolina,2019,Carro,015100-9,53201
2019-03-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ Gasolina,2019,Carro,015099-1,46376
2019-03-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015101-7,63562
2019-03-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ Gasolina,2019,Carro,015101-7,56753
2019-03-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015128-9,56652
2019-03-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ ,Zero KM,Carro,001494-0,48071
2019-03-01,Hyundai _ HB20S Copa do Mundo 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015112-2,51890
2019-03-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ ,Zero KM,Carro,015099-1,51670
2019-03-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ Gasolina,2019,Carro,001494-0,42588
2019-03-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ ,Zero KM,Carro,001492-3,60029
2019-03-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ Gasolina,2019,Carro,001493-1,49846
2019-03-01,VolksWagen _ Gol 1.6 MSI Flex 16V 5p Aut. _ Gasolina,2019,Carro,005502-6,48277
2019-03-01,VolksWagen _ Gol 1.6 MSI Flex 8V 5p _ ,Zero KM,Carro,005491-7,50808
2019-03-01,VolksWagen _ Gol 1.6 MSI Flex 8V 5p _ Gasolina,2019,Carro,005491-7,43313
2019-03-01,VolksWagen _ Gol Comfortline 1.6 T. Flex 8V 5p _ ,Zero KM,Carro,005392-9,49039
2019-03-01,VolksWagen _ Gol TRACK 1.0 Total Flex 12V 5p _ ,Zero KM,Carro,005469-0,45280
2019-03-01,VolksWagen _ Gol Trendline 1.0 T.Flex 12V 5p _ ,Zero KM,Carro,005455-0,40358
2019-03-01,VolksWagen _ Gol 1.6 MSI Flex 16V 5p Aut. _ ,Zero KM,Carro,005502-6,54692
2019-03-01,VolksWagen _ Gol Trendline 1.6 T.Flex 8V 5p _ ,Zero KM,Carro,005397-0,42990
2019-03-01,VolksWagen _ Golf Comfortline 1.0 TSI Total Flex Mec. _ ,Zero KM,Carro,005466-6,75845
2019-03-01,VolksWagen _ Golf GTi 350 TSI 2.0 230cv 16V Aut. _ ,Zero KM,Carro,005496-8,152980
2019-03-01,VolksWagen _ Golf GTi 350 TSI 2.0 230cv 16V Aut. _ Gasolina,2019,Carro,005496-8,140916
2019-03-01,VolksWagen _ Golf Highline 250 TSI 1.4 Flex 16V Aut. _ ,Zero KM,Carro,005495-0,113177
2019-03-01,VolksWagen _ Golf Variant Comf. 250 1.4 TSI Flex Aut. _ ,Zero KM,Carro,005497-6,102655
2019-03-01,VolksWagen _ Golf Variant High. 250 1.4 TSI Flex Aut. _ ,Zero KM,Carro,005498-4,121961
2019-03-01,VolksWagen _ Golf Comfort. 200 TSI 1.0 Flex 12V Aut. _ ,Zero KM,Carro,005494-1,90104
2019-03-01,VolksWagen _ Gol 1.0 Flex 12V 5p _ Gasolina,2019,Carro,005490-9,38673
2019-03-01,VolksWagen _ Gol 1.0 Flex 12V 5p _ ,Zero KM,Carro,005490-9,43791
2019-03-01,Fiat _ Ducato MaxiCargo 2.3 16V Diesel _ Diesel,2019,Carro,001500-8,114631
2019-03-01,Hyundai _ HB20 R spec Limited 1.6 flex 16V Aut. _ ,Zero KM,Carro,015154-8,64786
2019-03-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ Gasolina,2019,Carro,001492-3,51716
2019-03-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ ,Zero KM,Carro,001488-5,71306
2019-03-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ Gasolina,2019,Carro,001488-5,62118
2019-03-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ ,Zero KM,Carro,001490-7,65015
2019-03-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ Gasolina,2019,Carro,001490-7,58017
2019-03-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ ,Zero KM,Carro,001489-3,67737
2019-03-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ Gasolina,2019,Carro,001489-3,61184
2019-03-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ ,Zero KM,Carro,001491-5,63159
2019-03-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ Gasolina,2019,Carro,001491-5,57055
2019-03-01,Fiat _ Ducato Cargo Curto 2.3 16V Diesel _ ,Zero KM,Carro,001497-4,113487
2019-03-01,Fiat _ Ducato Cargo Curto 2.3 16V Diesel _ Diesel,2019,Carro,001497-4,99823
2019-03-01,Fiat _ Ducato Cargo Médio 2.3 16V Diesel _ ,Zero KM,Carro,001498-2,122759
2019-03-01,Fiat _ Ducato Cargo Médio 2.3 16V Diesel _ Diesel,2019,Carro,001498-2,108641
2019-03-01,Fiat _ Ducato MaxiCargo 2.3 16V Diesel _ ,Zero KM,Carro,001500-8,130263
2019-03-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ ,Zero KM,Carro,001493-1,54081
2019-03-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Aut. _ Gasolina,2019,Carro,004438-5,51855
2019-03-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015124-6,55447
2019-03-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015092-4,60020
2019-03-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ Gasolina,2019,Carro,003408-8,40266
2019-03-01,Ford _ Ka 1.0 SEL TiVCT Flex 5p _ ,Zero KM,Carro,003409-6,48410
2019-03-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Aut. _ ,Zero KM,Carro,003457-6,65576
2019-03-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Aut. _ Gasolina,2019,Carro,003457-6,58763
2019-03-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Mec. _ ,Zero KM,Carro,003458-4,60778
2019-03-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Mec. _ Gasolina,2019,Carro,003458-4,55707
2019-03-01,Ford _ Ka 1.5 SE 12V Flex 5p Aut. _ ,Zero KM,Carro,003459-2,55404
2019-03-01,Ford _ Ka 1.5 SE 12V Flex 5p Aut. _ Gasolina,2019,Carro,003459-2,50891
2019-03-01,Ford _ Ka 1.5 SE 12V Flex 5p Mec. _ ,Zero KM,Carro,003462-2,50263
2019-03-01,Ford _ Ka 1.5 SE 12V Flex 5p Mec. _ Gasolina,2019,Carro,003462-2,46060
2019-03-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ ,Zero KM,Carro,003460-6,57466
2019-03-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ Gasolina,2019,Carro,003460-6,52896
2019-03-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ ,Zero KM,Carro,003461-4,53206
2019-03-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ Gasolina,2019,Carro,003461-4,49096
2019-03-01,Ford _ Ka 1.5 SE/SE PLUS 16V Flex 5p _ ,Zero KM,Carro,003410-0,48326
2019-03-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ ,Zero KM,Carro,003408-8,43510
2019-03-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ Gasolina,2019,Carro,003448-7,38202
2019-03-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ ,Zero KM,Carro,003448-7,41735
2019-03-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ Gasolina,2019,Carro,004426-1,52010
2019-03-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004425-3,51502
2019-03-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004424-5,46405
2019-03-01,Chevrolet _ ONIX HATCH Joy 1.0 8V Flex 5p Mec. _ Gasolina,2019,Carro,004473-3,37985
2019-03-01,Chevrolet _ ONIX HATCH Joy 1.0 8V Flex 5p Mec. _ ,Zero KM,Carro,004473-3,41414
2019-03-01,Chevrolet _ ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec. _ Gasolina,2019,Carro,004460-1,49579
2019-03-01,Chevrolet _ ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec. _ ,Zero KM,Carro,004460-1,54334
2019-03-01,Chevrolet _ ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut. _ Gasolina,2019,Carro,004488-1,48718
2019-03-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ ,Zero KM,Carro,003464-9,58254
2019-03-01,Chevrolet _ ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut. _ ,Zero KM,Carro,004488-1,54243
2019-03-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5p Mec. _ ,Zero KM,Carro,004472-5,59701
2019-03-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5P Aut. _ Gasolina,2019,Carro,004471-7,59486
2019-03-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5P Aut. _ ,Zero KM,Carro,004471-7,64496
2019-03-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Mec. _ Gasolina,2019,Carro,004425-3,46636
2019-03-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004439-3,61180
2019-03-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ Gasolina,2019,Carro,004439-3,56836
2019-03-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004426-1,56775
2019-03-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5p Mec. _ Gasolina,2019,Carro,004472-5,55298
2019-03-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015124-6,63499
2019-03-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ Gasolina,2019,Carro,003464-9,51812
2019-03-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ Gasolina,2019,Carro,003463-0,49439
2019-03-01,Hyundai _ HB20 1 Million 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015158-0,55818
2019-03-01,Hyundai _ HB20 5 Anos 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015147-5,49782
2019-03-01,Hyundai _ HB20 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015150-5,61330
2019-03-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ ,Zero KM,Carro,015089-4,51683
2019-03-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ Gasolina,2019,Carro,015089-4,47925
2019-03-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015090-8,57101
2019-03-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015090-8,52805
2019-03-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ ,Zero KM,Carro,015088-6,47396
2019-03-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015126-2,50344
2019-03-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ Gasolina,2019,Carro,015126-2,46250
2019-03-01,Hyundai _ HB20 Copa do Mundo 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015109-2,47990
2019-03-01,Hyundai _ HB20 Copa do Mundo 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015109-2,44321
2019-03-01,Hyundai _ HB20 Copa do Mundo 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015111-4,59356
2019-03-01,Hyundai _ HB20 Copa do Mundo 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015111-4,53657
2019-03-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015092-4,65274
2019-03-01,Hyundai _ HB20 1 Million 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015158-0,63150
2019-03-01,Ford _ Ka+ Sedan 1.5 SEL 16V Flex 4p _ ,Zero KM,Carro,003415-0,57490
2019-03-01,Ford _ Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p _ ,Zero KM,Carro,003414-2,51743
2019-03-01,Ford _ Ka+ Sedan 1.5 ADVANCED 16V Flex 4p _ ,Zero KM,Carro,003446-0,54310
2019-03-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Aut. _ ,Zero KM,Carro,003465-7,61126
2019-03-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Aut. _ Gasolina,2019,Carro,003465-7,55681
2019-03-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Mec. _ ,Zero KM,Carro,003466-5,56153
2019-03-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Mec. _ Gasolina,2019,Carro,003466-5,50912
2019-03-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Mec. _ ,Zero KM,Carro,003468-1,65384
2019-03-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Mec. _ Gasolina,2019,Carro,003468-1,57460
2019-03-01,Ford _ Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut. _ ,Zero KM,Carro,003456-8,69948
2019-03-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ ,Zero KM,Carro,003463-0,53583
2019-03-01,Ford _ Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut. _ Gasolina,2019,Carro,003456-8,60191
2019-03-01,Ford _ Ka 1.5 TITANIUM 12V Flex 5p Aut. _ Gasolina,2019,Carro,003467-3,59052
2019-03-01,Ford _ Ka SEL 1.5 16V Flex 5p _ ,Zero KM,Carro,003411-8,51892
2019-03-01,Ford _ Ka TRAIL 1.0 12V Flex Mec. 5p _ ,Zero KM,Carro,003435-5,46334
2019-03-01,Ford _ Ka TRAIL 1.5 16V Flex Mec. 5p _ ,Zero KM,Carro,003434-7,49893
2019-03-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ ,Zero KM,Carro,003412-6,48452
2019-03-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ Gasolina,2019,Carro,003412-6,43174
2019-03-01,Ford _ Ka+ Sedan 1.0 SEL TiCVT Flex 4p _ ,Zero KM,Carro,003413-4,51801
2019-03-01,Ford _ Ka 1.5 TITANIUM 12V Flex 5p Aut. _ ,Zero KM,Carro,003467-3,67144
2019-03-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ Gasolina,2019,Carro,004424-5,43010
2019-03-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ Gasolina,2019,Carro,015088-6,41485
2019-03-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ Gasolina,2019,Carro,004473-3,41414
2019-04-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ ,Zero KM,Carro,001494-0,48255
2019-04-01,Fiat _ ARGO 1.0 6V Flex. _ Gasolina,2019,Carro,001509-1,40143
2019-04-01,Fiat _ ARGO 1.0 6V Flex. _ ,Zero KM,Carro,001509-1,46432
2019-04-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ Gasolina,2019,Carro,015094-0,54628
2019-04-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ ,Zero KM,Carro,015094-0,60146
2019-04-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015095-9,60021
2019-04-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015095-9,66007
2019-04-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015097-5,64544
2019-04-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015097-5,69675
2019-04-01,Hyundai _ HB20S Unique 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015161-0,42278
2019-04-01,Hyundai _ HB20S Unique 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015161-0,48870
2019-04-01,Hyundai _ HB20S Style 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015155-6,56041
2019-04-01,Hyundai _ HB20S Style 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015155-6,64464
2019-04-01,Hyundai _ HB20S Premium 1.6 Flex 16V Aut. 4p _ Gasolina,2019,Carro,015103-3,63309
2019-04-01,Hyundai _ HB20S Premium 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015103-3,69522
2019-04-01,Hyundai _ HB20S Copa do Mundo 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015114-9,58763
2019-04-01,Hyundai _ HB20S Copa do Mundo 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015114-9,66714
2019-04-01,Hyundai _ HB20 Unique 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015156-4,40182
2019-04-01,Hyundai _ HB20S 1 Million 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015160-2,66382
2019-04-01,Hyundai _ HB20S 1 Million 1.6 Flex 16V Aut. 4p _ Gasolina,2019,Carro,015160-2,57743
2019-04-01,Hyundai _ HB20S 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015149-1,64285
2019-04-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ ,Zero KM,Carro,015100-9,58481
2019-04-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ Gasolina,2019,Carro,015100-9,54010
2019-04-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ Gasolina,2019,Carro,001494-0,42455
2019-04-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ ,Zero KM,Carro,015099-1,50734
2019-04-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015101-7,63979
2019-04-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ Gasolina,2019,Carro,015101-7,56395
2019-04-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015128-9,57599
2019-04-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ Gasolina,2019,Carro,015128-9,49865
2019-04-01,Hyundai _ HB20S Copa do Mundo 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015112-2,51228
2019-04-01,Hyundai _ HB20S Copa do Mundo 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015112-2,47076
2019-04-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ Gasolina,2019,Carro,015099-1,46101
2019-04-01,Hyundai _ HB20 Unique 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015156-4,43256
2019-04-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ ,Zero KM,Carro,001493-1,54022
2019-04-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ ,Zero KM,Carro,001492-3,60786
2019-04-01,VolksWagen _ Golf Variant Comf. 250 1.4 TSI Flex Aut. _ ,Zero KM,Carro,005497-6,101481
2019-04-01,VolksWagen _ Golf Highline 250 TSI 1.4 Flex 16V Aut. _ ,Zero KM,Carro,005495-0,111882
2019-04-01,VolksWagen _ Golf GTi 350 TSI 2.0 230cv 16V Aut. _ Gasolina,2019,Carro,005496-8,140450
2019-04-01,VolksWagen _ Golf GTi 350 TSI 2.0 230cv 16V Aut. _ ,Zero KM,Carro,005496-8,152846
2019-04-01,VolksWagen _ Golf Comfortline 1.0 TSI Total Flex Mec. _ ,Zero KM,Carro,005466-6,73940
2019-04-01,VolksWagen _ Golf Comfort. 200 TSI 1.0 Flex 12V Aut. _ ,Zero KM,Carro,005494-1,89348
2019-04-01,VolksWagen _ Gol Trendline 1.6 T.Flex 8V 5p _ ,Zero KM,Carro,005397-0,42356
2019-04-01,VolksWagen _ Gol Trendline 1.0 T.Flex 12V 5p _ ,Zero KM,Carro,005455-0,39896
2019-04-01,VolksWagen _ Gol TRACK 1.0 Total Flex 12V 5p _ ,Zero KM,Carro,005469-0,45033
2019-04-01,VolksWagen _ Gol Comfortline 1.6 T. Flex 8V 5p _ ,Zero KM,Carro,005392-9,49210
2019-04-01,VolksWagen _ Gol 1.6 MSI Flex 8V 5p _ Gasolina,2019,Carro,005491-7,43113
2019-04-01,VolksWagen _ Gol 1.6 MSI Flex 8V 5p _ ,Zero KM,Carro,005491-7,51349
2019-04-01,VolksWagen _ Gol 1.6 MSI Flex 16V 5p Aut. _ Gasolina,2019,Carro,005502-6,48025
2019-04-01,VolksWagen _ Gol 1.6 MSI Flex 16V 5p Aut. _ ,Zero KM,Carro,005502-6,54403
2019-04-01,VolksWagen _ Gol 1.0 Flex 12V 5p _ Gasolina,2019,Carro,005490-9,38518
2019-04-01,VolksWagen _ Gol 1.0 Flex 12V 5p _ ,Zero KM,Carro,005490-9,44938
2019-04-01,Fiat _ Ducato MaxiCargo 2.3 16V Diesel _ Diesel,2019,Carro,001500-8,113840
2019-04-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ Gasolina,2019,Carro,001492-3,51421
2019-04-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ ,Zero KM,Carro,001488-5,72359
2019-04-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ Gasolina,2019,Carro,001488-5,62784
2019-04-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ ,Zero KM,Carro,001490-7,66166
2019-04-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ Gasolina,2019,Carro,001490-7,57994
2019-04-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ ,Zero KM,Carro,001489-3,68391
2019-04-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ Gasolina,2019,Carro,001493-1,49715
2019-04-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ Gasolina,2019,Carro,001489-3,60761
2019-04-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ Gasolina,2019,Carro,001491-5,56689
2019-04-01,Fiat _ Ducato Cargo Curto 2.3 16V Diesel _ ,Zero KM,Carro,001497-4,115665
2019-04-01,Fiat _ Ducato Cargo Curto 2.3 16V Diesel _ Diesel,2019,Carro,001497-4,99323
2019-04-01,Fiat _ Ducato Cargo Médio 2.3 16V Diesel _ ,Zero KM,Carro,001498-2,125431
2019-04-01,Fiat _ Ducato Cargo Médio 2.3 16V Diesel _ Diesel,2019,Carro,001498-2,107978
2019-04-01,Fiat _ Ducato MaxiCargo 2.3 16V Diesel _ ,Zero KM,Carro,001500-8,132696
2019-04-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ ,Zero KM,Carro,001491-5,64211
2019-04-01,VolksWagen _ Golf Variant High. 250 1.4 TSI Flex Aut. _ ,Zero KM,Carro,005498-4,120155
2019-04-01,Hyundai _ HB20 R spec Limited 1.6 flex 16V Aut. _ ,Zero KM,Carro,015154-8,65011
2019-04-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015124-6,63916
2019-04-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ ,Zero KM,Carro,003463-0,54208
2019-04-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ Gasolina,2019,Carro,003464-9,51516
2019-04-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ ,Zero KM,Carro,003464-9,58678
2019-04-01,Ford _ Ka 1.5 SE/SE PLUS 16V Flex 5p _ ,Zero KM,Carro,003410-0,47656
2019-04-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ Gasolina,2019,Carro,003461-4,49096
2019-04-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ ,Zero KM,Carro,003461-4,53291
2019-04-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ Gasolina,2019,Carro,003460-6,52896
2019-04-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ ,Zero KM,Carro,003460-6,57715
2019-04-01,Ford _ Ka 1.5 SE 12V Flex 5p Mec. _ Gasolina,2019,Carro,003462-2,45834
2019-04-01,Ford _ Ka 1.5 SE 12V Flex 5p Mec. _ ,Zero KM,Carro,003462-2,50514
2019-04-01,Ford _ Ka 1.5 SE 12V Flex 5p Aut. _ Gasolina,2019,Carro,003459-2,50798
2019-04-01,Ford _ Ka 1.5 SE 12V Flex 5p Aut. _ ,Zero KM,Carro,003459-2,55026
2019-04-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Mec. _ Gasolina,2019,Carro,003458-4,55361
