data,veiculo,ano,tipo,cod_fipe,preco
2018-01-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ ,Zero KM,Carro,003412-6,45729
2018-01-01,Ford _ Ka+ Sedan 1.0 SEL TiCVT Flex 4p _ ,Zero KM,Carro,003413-4,51519
2018-01-01,Ford _ Ka+ Sedan 1.5 ADVANCED 16V Flex 4p _ ,Zero KM,Carro,003446-0,53581
2018-01-01,Ford _ Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p _ ,Zero KM,Carro,003414-2,50445
2018-01-01,Ford _ Ka+ Sedan 1.5 SEL 16V Flex 4p _ ,Zero KM,Carro,003415-0,56994
2018-01-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ ,Zero KM,Carro,015089-4,52450
2018-01-01,Hyundai _ HB20 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015150-5,60573
2018-01-01,Hyundai _ HB20 Comfort Style 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015127-0,52544
2018-01-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015090-8,57444
2018-01-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ ,Zero KM,Carro,015088-6,44768
2018-01-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015126-2,50246
2018-01-01,Hyundai _ HB20 5 Anos 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015147-5,49488
2018-01-01,Ford _ Ka TRAIL 1.5 16V Flex Mec. 5p _ ,Zero KM,Carro,003434-7,50373
2018-01-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5P Aut. _ ,Zero KM,Carro,004471-7,63354
2018-01-01,Ford _ Ka SEL 1.5 16V Flex 5p _ ,Zero KM,Carro,003411-8,52736
2018-01-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015092-4,63600
2018-01-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5p Mec. _ ,Zero KM,Carro,004472-5,58496
2018-01-01,Chevrolet _ ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec. _ ,Zero KM,Carro,004460-1,53909
2018-01-01,Chevrolet _ ONIX HATCH Joy 1.0 8V Flex 5p Mec. _ ,Zero KM,Carro,004473-3,40565
2018-01-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004424-5,45238
2018-01-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004438-5,54710
2018-01-01,Ford _ Ka TRAIL 1.0 12V Flex Mec. 5p _ ,Zero KM,Carro,003435-5,46728
2018-01-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004425-3,49462
2018-01-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004426-1,55023
2018-01-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ ,Zero KM,Carro,003448-7,39905
2018-01-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ ,Zero KM,Carro,003408-8,42646
2018-01-01,Ford _ Ka 1.0 SEL TiVCT Flex 5p _ ,Zero KM,Carro,003409-6,48051
2018-01-01,Ford _ Ka 1.0 TECNO 12V Flex 5p _ ,Zero KM,Carro,003447-9,46741
2018-01-01,Ford _ Ka 1.5 SE/SE PLUS 16V Flex 5p _ ,Zero KM,Carro,003410-0,47983
2018-01-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004439-3,59498
2018-01-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015124-6,61126
2018-01-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015095-9,63205
2018-01-01,Hyundai _ HB20S 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015149-1,64893
2018-01-01,Hyundai _ HB20S 5 Anos 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015148-3,53826
2018-01-01,VolksWagen _ Golf Variant Highli. 1.4 TSI T.Flex Aut _ ,Zero KM,Carro,005465-8,118633
2018-01-01,VolksWagen _ Golf Variant Comfort. 1.4 TSI T.Flex Aut _ ,Zero KM,Carro,005467-4,98653
2018-01-01,VolksWagen _ Golf Highline 1.4 TSI Total Flex Mec. _ ,Zero KM,Carro,005450-0,109077
2018-01-01,VolksWagen _ Golf Highline 1.4 TSI Total Flex Aut. _ ,Zero KM,Carro,005451-8,112703
2018-01-01,VolksWagen _ Golf GTi 2.0 TSI 220cv Aut. _ ,Zero KM,Carro,005356-2,139541
2018-01-01,VolksWagen _ Golf Comfortline 1.6 MSI Total Flex Mec. _ ,Zero KM,Carro,005448-8,76290
2018-01-01,VolksWagen _ Golf Comfortline 1.6 MSI Total Flex Aut. _ ,Zero KM,Carro,005449-6,79990
2018-01-01,VolksWagen _ Golf Comfortline 1.0 TSI Total Flex Mec. _ ,Zero KM,Carro,005466-6,78574
2018-01-01,VolksWagen _ Gol Trendline 1.6 T.Flex 8V 5p _ ,Zero KM,Carro,005397-0,45157
2018-01-01,VolksWagen _ Gol Trendline 1.0 T.Flex 12V 5p _ ,Zero KM,Carro,005455-0,40963
2018-01-01,VolksWagen _ Gol Trendline 1.0 T.Flex 12V 3p _ ,Zero KM,Carro,005461-5,36095
2018-01-01,VolksWagen _ Gol TRACK 1.0 Total Flex 12V 5p _ ,Zero KM,Carro,005469-0,45752
2018-01-01,VolksWagen _ Gol Comfortline 1.6 T. Flex 8V 5p _ ,Zero KM,Carro,005392-9,51053
2018-01-01,VolksWagen _ Gol Comfortline 1.0 T. Flex 12V 5p _ ,Zero KM,Carro,005456-9,46732
2018-01-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ ,Zero KM,Carro,001491-5,62086
2018-01-01,VolksWagen _ Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p _ ,Zero KM,Carro,005310-4,57704
2018-01-01,VolksWagen _ Gol Comfort. I MOTION 1.6 T. Flex 8V 5p _ ,Zero KM,Carro,005394-5,53149
2018-01-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ ,Zero KM,Carro,015100-9,57596
2018-01-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ ,Zero KM,Carro,015099-1,50800
2018-01-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015101-7,61855
2018-01-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015128-9,55232
2018-01-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015097-5,69484
2018-01-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ ,Zero KM,Carro,015094-0,59064
2018-01-01,Hyundai _ HB20S Premium 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015103-3,68446
2018-01-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ ,Zero KM,Carro,001493-1,55510
2018-01-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ ,Zero KM,Carro,001492-3,59538
2018-01-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ ,Zero KM,Carro,001488-5,70436
2018-01-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ ,Zero KM,Carro,001490-7,65161
2018-01-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ ,Zero KM,Carro,001489-3,69439
2018-01-01,VolksWagen _ Gol (novo) 1.6 Power/Highi T.Flex 8v 4P _ ,Zero KM,Carro,005277-9,54199
2018-01-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ ,Zero KM,Carro,001494-0,47271
2018-02-01,Ford _ Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p _ ,Zero KM,Carro,003414-2,50610
2018-02-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ ,Zero KM,Carro,003412-6,45934
2018-02-01,Ford _ Ka+ Sedan 1.0 SEL TiCVT Flex 4p _ ,Zero KM,Carro,003413-4,50704
2018-02-01,Ford _ Ka+ Sedan 1.5 ADVANCED 16V Flex 4p _ ,Zero KM,Carro,003446-0,53559
2018-02-01,Ford _ Ka+ Sedan 1.5 SEL 16V Flex 4p _ ,Zero KM,Carro,003415-0,57100
2018-02-01,Hyundai _ HB20 Comfort Style 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015127-0,52544
2018-02-01,Hyundai _ HB20 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015150-5,60122
2018-02-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ ,Zero KM,Carro,015089-4,52437
2018-02-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015090-8,57155
2018-02-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ ,Zero KM,Carro,015088-6,44768
2018-02-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015126-2,49653
2018-02-01,Hyundai _ HB20 5 Anos 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015147-5,49302
2018-02-01,Ford _ Ka TRAIL 1.5 16V Flex Mec. 5p _ ,Zero KM,Carro,003434-7,50416
2018-02-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ ,Zero KM,Carro,003448-7,40022
2018-02-01,Ford _ Ka SEL 1.5 16V Flex 5p _ ,Zero KM,Carro,003411-8,51871
2018-02-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5P Aut. _ ,Zero KM,Carro,004471-7,63491
2018-02-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5p Mec. _ ,Zero KM,Carro,004472-5,58639
2018-02-01,Chevrolet _ ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec. _ ,Zero KM,Carro,004460-1,54010
2018-02-01,Chevrolet _ ONIX HATCH Joy 1.0 8V Flex 5p Mec. _ ,Zero KM,Carro,004473-3,40558
2018-02-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004424-5,45241
2018-02-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004438-5,54802
2018-02-01,Ford _ Ka TRAIL 1.0 12V Flex Mec. 5p _ ,Zero KM,Carro,003435-5,46615
2018-02-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004425-3,49466
2018-02-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004426-1,55102
2018-02-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015092-4,63600
2018-02-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ ,Zero KM,Carro,003408-8,42606
2018-02-01,Ford _ Ka 1.0 SEL TiVCT Flex 5p _ ,Zero KM,Carro,003409-6,48458
2018-02-01,Ford _ Ka 1.0 TECNO 12V Flex 5p _ ,Zero KM,Carro,003447-9,46638
2018-02-01,Ford _ Ka 1.5 SE/SE PLUS 16V Flex 5p _ ,Zero KM,Carro,003410-0,48413
2018-02-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004439-3,59518
2018-02-01,Hyundai _ HB20 R spec Limited 1.6 flex 16V Aut. _ ,Zero KM,Carro,015154-8,63022
2018-02-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015097-5,69405
2018-02-01,Hyundai _ HB20S 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015149-1,64620
2018-02-01,VolksWagen _ Golf Variant Highli. 1.4 TSI T.Flex Aut _ ,Zero KM,Carro,005465-8,117824
2018-02-01,VolksWagen _ Golf Variant Comfort. 1.4 TSI T.Flex Aut _ ,Zero KM,Carro,005467-4,98412
2018-02-01,VolksWagen _ Golf Highline 1.4 TSI Total Flex Mec. _ ,Zero KM,Carro,005450-0,109064
2018-02-01,VolksWagen _ Golf Highline 1.4 TSI Total Flex Aut. _ ,Zero KM,Carro,005451-8,112197
2018-02-01,VolksWagen _ Golf GTi 2.0 TSI 220cv Aut. _ ,Zero KM,Carro,005356-2,139704
2018-02-01,VolksWagen _ Golf Comfortline 1.6 MSI Total Flex Mec. _ ,Zero KM,Carro,005448-8,76179
2018-02-01,VolksWagen _ Golf Comfortline 1.6 MSI Total Flex Aut. _ ,Zero KM,Carro,005449-6,79990
2018-02-01,VolksWagen _ Golf Comfortline 1.0 TSI Total Flex Mec. _ ,Zero KM,Carro,005466-6,78526
2018-02-01,VolksWagen _ Gol Trendline 1.6 T.Flex 8V 5p _ ,Zero KM,Carro,005397-0,45079
2018-02-01,VolksWagen _ Gol Trendline 1.0 T.Flex 12V 5p _ ,Zero KM,Carro,005455-0,40943
2018-02-01,VolksWagen _ Gol Trendline 1.0 T.Flex 12V 3p _ ,Zero KM,Carro,005461-5,36024
2018-02-01,VolksWagen _ Gol TRACK 1.0 Total Flex 12V 5p _ ,Zero KM,Carro,005469-0,45804
2018-02-01,VolksWagen _ Gol Comfortline 1.6 T. Flex 8V 5p _ ,Zero KM,Carro,005392-9,51219
2018-02-01,VolksWagen _ Gol Comfortline 1.0 T. Flex 12V 5p _ ,Zero KM,Carro,005456-9,46655
2018-02-01,Hyundai _ HB20S 5 Anos 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015148-3,53570
2018-02-01,VolksWagen _ Gol Comfort. I MOTION 1.6 T. Flex 8V 5p _ ,Zero KM,Carro,005394-5,53425
2018-02-01,VolksWagen _ Gol (novo) 1.6 Power/Highi T.Flex 8v 4P _ ,Zero KM,Carro,005277-9,54113
2018-02-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ ,Zero KM,Carro,001489-3,70133
2018-02-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ ,Zero KM,Carro,001490-7,65284
2018-02-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ ,Zero KM,Carro,001488-5,70657
2018-02-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ ,Zero KM,Carro,001492-3,59299
2018-02-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ ,Zero KM,Carro,001493-1,55517
2018-02-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ ,Zero KM,Carro,001494-0,47055
2018-02-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ ,Zero KM,Carro,015094-0,59037
2018-02-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015095-9,63176
2018-02-01,Hyundai _ HB20S Premium 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015103-3,68446
2018-02-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015128-9,55373
2018-02-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015101-7,61855
2018-02-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ ,Zero KM,Carro,015099-1,51258
2018-02-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ ,Zero KM,Carro,015100-9,56928
2018-02-01,VolksWagen _ Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p _ ,Zero KM,Carro,005310-4,57620
2018-02-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ ,Zero KM,Carro,001491-5,62472
2018-03-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004438-5,55397
2018-03-01,VolksWagen _ Golf Variant Comfort. 1.4 TSI T.Flex Aut _ ,Zero KM,Carro,005467-4,98280
2018-03-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015092-4,64438
2018-03-01,Hyundai _ HB20 Comfort Style 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015127-0,52793
2018-03-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015126-2,49661
2018-03-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ ,Zero KM,Carro,015088-6,44904
2018-03-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015090-8,56513
2018-03-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ ,Zero KM,Carro,015089-4,51827
2018-03-01,Hyundai _ HB20 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015150-5,60400
2018-03-01,Hyundai _ HB20 5 Anos 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015147-5,49145
2018-03-01,Ford _ Ka+ Sedan 1.5 SEL 16V Flex 4p _ ,Zero KM,Carro,003415-0,57369
2018-03-01,Ford _ Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p _ ,Zero KM,Carro,003414-2,50750
2018-03-01,Ford _ Ka+ Sedan 1.5 ADVANCED 16V Flex 4p _ ,Zero KM,Carro,003446-0,53541
2018-03-01,Ford _ Ka+ Sedan 1.0 SEL TiCVT Flex 4p _ ,Zero KM,Carro,003413-4,50894
2018-03-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ ,Zero KM,Carro,003412-6,46219
2018-03-01,Ford _ Ka TRAIL 1.5 16V Flex Mec. 5p _ ,Zero KM,Carro,003434-7,50215
2018-03-01,Ford _ Ka TRAIL 1.0 12V Flex Mec. 5p _ ,Zero KM,Carro,003435-5,46900
2018-03-01,Ford _ Ka SEL 1.5 16V Flex 5p _ ,Zero KM,Carro,003411-8,51244
2018-03-01,Ford _ Ka 1.5 SE/SE PLUS 16V Flex 5p _ ,Zero KM,Carro,003410-0,48215
2018-03-01,Ford _ Ka 1.0 TECNO 12V Flex 5p _ ,Zero KM,Carro,003447-9,46972
2018-03-01,Ford _ Ka 1.0 SEL TiVCT Flex 5p _ ,Zero KM,Carro,003409-6,48451
2018-03-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ ,Zero KM,Carro,003448-7,40482
2018-03-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004426-1,54855
2018-03-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004439-3,59112
2018-03-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004425-3,49242
2018-03-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004424-5,44847
2018-03-01,Chevrolet _ ONIX HATCH Joy 1.0 8V Flex 5p Mec. _ ,Zero KM,Carro,004473-3,40326
2018-03-01,Chevrolet _ ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec. _ ,Zero KM,Carro,004460-1,53593
2018-03-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5p Mec. _ ,Zero KM,Carro,004472-5,58132
2018-03-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5P Aut. _ ,Zero KM,Carro,004471-7,62970
2018-03-01,VolksWagen _ Golf Variant Highli. 1.4 TSI T.Flex Aut _ ,Zero KM,Carro,005465-8,116738
2018-03-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015124-6,61879
2018-03-01,Hyundai _ HB20 R spec Limited 1.6 flex 16V Aut. _ ,Zero KM,Carro,015154-8,63022
2018-03-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ ,Zero KM,Carro,003408-8,42117
2018-03-01,Hyundai _ HB20S 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015149-1,64110
2018-03-01,Hyundai _ HB20S 5 Anos 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015148-3,53550
2018-03-01,VolksWagen _ Golf Highline 1.4 TSI Total Flex Aut. _ ,Zero KM,Carro,005451-8,111478
2018-03-01,VolksWagen _ Golf GTi 2.0 TSI 220cv Aut. _ ,Zero KM,Carro,005356-2,139366
2018-03-01,VolksWagen _ Golf Comfortline 1.6 MSI Total Flex Mec. _ ,Zero KM,Carro,005448-8,76071
2018-03-01,VolksWagen _ Golf Comfortline 1.6 MSI Total Flex Aut. _ ,Zero KM,Carro,005449-6,79887
2018-03-01,VolksWagen _ Golf Comfortline 1.0 TSI Total Flex Mec. _ ,Zero KM,Carro,005466-6,77637
2018-03-01,VolksWagen _ Gol Trendline 1.6 T.Flex 8V 5p _ ,Zero KM,Carro,005397-0,44930
2018-03-01,VolksWagen _ Gol Trendline 1.0 T.Flex 12V 5p _ ,Zero KM,Carro,005455-0,40994
2018-03-01,VolksWagen _ Gol Trendline 1.0 T.Flex 12V 3p _ ,Zero KM,Carro,005461-5,35982
2018-03-01,VolksWagen _ Gol TRACK 1.0 Total Flex 12V 5p _ ,Zero KM,Carro,005469-0,45747
2018-03-01,VolksWagen _ Golf Highline 1.4 TSI Total Flex Mec. _ ,Zero KM,Carro,005450-0,108510
2018-03-01,VolksWagen _ Gol Comfortline 1.6 T. Flex 8V 5p _ ,Zero KM,Carro,005392-9,50948
2018-03-01,VolksWagen _ Gol Comfortline 1.0 T. Flex 12V 5p _ ,Zero KM,Carro,005456-9,46589
2018-03-01,VolksWagen _ Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p _ ,Zero KM,Carro,005310-4,57536
2018-03-01,VolksWagen _ Gol Comfort. I MOTION 1.6 T. Flex 8V 5p _ ,Zero KM,Carro,005394-5,53430
2018-03-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ ,Zero KM,Carro,001491-5,62370
2018-03-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ ,Zero KM,Carro,015099-1,51516
2018-03-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015101-7,62223
2018-03-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015128-9,55630
2018-03-01,Hyundai _ HB20S Premium 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015103-3,68795
2018-03-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015097-5,69168
2018-03-01,VolksWagen _ Gol (novo) 1.6 Power/Highi T.Flex 8v 4P _ ,Zero KM,Carro,005277-9,54015
2018-03-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ ,Zero KM,Carro,015094-0,59681
2018-03-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015095-9,63655
2018-03-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ ,Zero KM,Carro,001493-1,55071
2018-03-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ ,Zero KM,Carro,001492-3,59602
2018-03-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ ,Zero KM,Carro,001488-5,70245
2018-03-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ ,Zero KM,Carro,001490-7,64630
2018-03-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ ,Zero KM,Carro,001489-3,69251
2018-03-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ ,Zero KM,Carro,001494-0,46528
2018-04-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5P Aut. _ ,Zero KM,Carro,004471-7,62300
2018-04-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5p Mec. _ ,Zero KM,Carro,004472-5,58044
2018-04-01,Chevrolet _ ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec. _ ,Zero KM,Carro,004460-1,53131
2018-04-01,Chevrolet _ ONIX HATCH Joy 1.0 8V Flex 5p Mec. _ ,Zero KM,Carro,004473-3,39923
2018-04-01,Chevrolet _ ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut. _ ,Zero KM,Carro,004488-1,52197
2018-04-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004438-5,55348
2018-04-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004425-3,49275
2018-04-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004439-3,59004
2018-04-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004426-1,54896
2018-04-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004424-5,44823
2018-05-01,Ford _ Ka TRAIL 1.5 16V Flex Mec. 5p _ ,Zero KM,Carro,003434-7,51439
2018-05-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ ,Zero KM,Carro,003412-6,46813
2018-05-01,Ford _ Ka+ Sedan 1.0 SEL TiCVT Flex 4p _ ,Zero KM,Carro,003413-4,51545
2018-05-01,Ford _ Ka+ Sedan 1.5 ADVANCED 16V Flex 4p _ ,Zero KM,Carro,003446-0,54383
2018-05-01,Ford _ Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p _ ,Zero KM,Carro,003414-2,51362
2018-05-01,Ford _ Ka+ Sedan 1.5 SEL 16V Flex 4p _ ,Zero KM,Carro,003415-0,58677
2018-05-01,Hyundai _ HB20 5 Anos 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015147-5,49287
2018-05-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ ,Zero KM,Carro,015089-4,52528
2018-05-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015090-8,57195
2018-05-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ ,Zero KM,Carro,015088-6,45080
2018-05-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015126-2,49356
2018-05-01,Hyundai _ HB20 Copa do Mundo 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015109-2,49905
2018-05-01,Hyundai _ HB20 Copa do Mundo 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015109-2,45164
2018-05-01,Hyundai _ HB20 Copa do Mundo 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015111-4,61902
2018-05-01,Hyundai _ HB20 5 Anos 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015150-5,60101
2018-05-01,Ford _ Ka TRAIL 1.0 12V Flex Mec. 5p _ ,Zero KM,Carro,003435-5,47497
2018-05-01,Ford _ Ka 1.5 SE/SE PLUS 16V Flex 5p _ ,Zero KM,Carro,003410-0,48509
2018-05-01,Ford _ Ka 1.0 TECNO 12V Flex 5p _ ,Zero KM,Carro,003447-9,47053
2018-05-01,Hyundai _ HB20 Copa do Mundo 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015111-4,55421
2018-05-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5P Aut. _ ,Zero KM,Carro,004471-7,63057
